sample_id,temperature_C,n_freq,kk_mu_median,kk_mu_max,kk_passed,claim_band
2026.4.30CS,9.0,42,0.01817107154812345,0.39788882266623965,True,screening/exploratory (cold tail)
2026.4.30CS,6.0,42,0.006657772140082854,0.39635569773569057,True,screening/exploratory (cold tail)
2026.4.30CS,3.0,42,0.0074113775399432405,0.395448250551893,True,screening/exploratory (cold tail)
2026.4.30CS,0.0,42,0.010122747070744405,0.3947067440529048,True,screening/exploratory (cold tail)
2026.4.30CS,-3.0,42,0.009956387851676258,0.3934096113848112,True,screening/exploratory (cold tail)
2026.4.30CS,-6.0,42,0.008074470520370795,0.3918581167165442,True,screening/exploratory (cold tail)
2026.4.30CS,-9.0,42,0.009347109519826702,0.3889250226236863,True,screening/exploratory (cold tail)
2026.4.30CS,-12.0,42,0.006952053961603512,0.3874372887840569,True,screening/exploratory (cold tail)
2026.4.30CS,-15.0,42,0.006637065734439997,0.3854904128474548,True,screening/exploratory (cold tail)
2026.4.30CS,-18.0,42,0.007822155397856606,0.38335854347694726,True,screening/exploratory (cold tail)
2026.4.30CS,-21.0,42,0.006982457916220385,0.3808845553573911,True,screening/exploratory (cold tail)
2026.4.30CS,-24.0,42,0.0070239069512802775,0.3775156953994838,True,screening/exploratory (cold tail)
2026.4.30CS,-27.0,45,0.01932344213148114,0.3289078960108599,True,screening/exploratory (cold tail)
2026.4.30CS,-27.0,47,0.0070744275995046,0.33232890505121626,True,screening/exploratory (cold tail)
2026.4.30CS,-30.0,53,0.003997459236327485,0.30726392727934504,True,screening/exploratory (cold tail)
2026.4.30CS,-30.0,53,0.003506908575813146,0.30451786889954346,True,screening/exploratory (cold tail)
2026.4.30CS,-33.0,53,0.004815016076707946,0.3122258749610132,True,screening/exploratory (cold tail)
2026.4.30CS,-36.0,53,0.004528394432574084,0.30469757493331445,True,screening/exploratory (cold tail)
2026.4.30CS,-39.0,52,0.006424721070836251,0.29808205004351834,True,screening/exploratory (cold tail)
2026.4.30CS,-42.0,52,0.006900272563272924,0.28420798375812734,True,screening/exploratory (cold tail)
2026.4.30CS,-45.0,53,0.007417114566350179,0.25922832640031146,True,screening/exploratory (cold tail)
2026.4.30CS,-48.0,53,0.006926311864585576,0.2083787399844933,True,screening/exploratory (cold tail)
2026.4.30CS,-51.0,54,0.008028195831173958,0.19977810962822734,True,screening/exploratory (cold tail)
2026.4.30CS,-54.0,65,0.011944902975438725,0.3128764582003776,True,screening/exploratory (cold tail)
2026.4.30CS,-57.0,65,0.012332630383515297,0.3199586946812266,True,screening/exploratory (cold tail)
2026.4.30CS,-60.0,65,0.01705263520912869,0.2938692143484749,True,screening/exploratory (cold tail)
2026.5.1CS,18.0,42,0.02226476021747916,0.42723275622087553,True,screening/exploratory (cold tail)
2026.5.1CS,15.0,42,0.008155189942689534,0.4297110223259387,True,screening/exploratory (cold tail)
2026.5.1CS,12.0,42,0.008537441701275999,0.429938778470525,True,screening/exploratory (cold tail)
2026.5.1CS,9.0,42,0.008393440177630726,0.43044204514265927,True,screening/exploratory (cold tail)
2026.5.1CS,6.0,42,0.008615680162896575,0.43053551166696513,True,screening/exploratory (cold tail)
2026.5.1CS,3.0,42,0.0077632411509630265,0.43079786097746786,True,screening/exploratory (cold tail)
2026.5.1CS,0.0,42,0.010527809818716838,0.4313308090656382,True,screening/exploratory (cold tail)
2026.5.1CS,-3.0,42,0.007996064082149174,0.4304865639215501,True,screening/exploratory (cold tail)
2026.5.1CS,-6.0,42,0.008465322682801618,0.4302426770849127,True,screening/exploratory (cold tail)
2026.5.1CS,-9.0,42,0.008141817139482112,0.42999031167781,True,screening/exploratory (cold tail)
2026.5.1CS,-12.0,42,0.008219517183998066,0.4284998399828709,True,screening/exploratory (cold tail)
2026.5.1CS,-15.0,42,0.008003749737093844,0.4276968930607617,True,screening/exploratory (cold tail)
2026.5.1CS,-18.0,42,0.007933599796568972,0.4264493640216114,True,screening/exploratory (cold tail)
